Cell_lines,CIDs,IC50,Average_IC50,Tissue,logIC50
HT1197,CIDs23725625,"[0.04039, 0.06868, 0.1716, 0.2019, 0.3591, 0.4595, 0.6626, 0.685, 0.8021, 0.8604, 0.9482, 1.934, 2.857, 3.368, 3.625, 5.798]",1.42759,urinary tract,-0.1546034971429463
HT1376,CIDs00005515,"[0.00055, 0.000923, 0.002633, 0.002729, 0.00393, 0.007718]",0.00308,urinary tract,2.511449283499556
HT1376,CIDs23725625,"[0.00399, 0.01144, 0.05354, 0.06737, 0.1151, 0.1195, 0.1433, 0.1713, 0.1798, 0.2385, 0.2957, 0.3079, 1.024, 1.545, 2.405]",0.44543,urinary tract,0.3512205363013138
HT1376,CIDs46244453,"[0.7554, 0.9481, 0.9701, 1.05, 1.078, 1.081, 1.112, 1.162, 1.193, 1.259, 1.293, 1.395]",1.10805,urinary tract,-0.0445593580766679
HT29,CIDs00104842,"[0.003287, 0.003372, 0.003893, 0.00392]",0.00362,large intestine,2.441291429466834
HT29,CIDs00447654,"[0.9237, 0.9488, 1.056]",0.97617,large intestine,0.0104745433652775
HT29,CIDs10302451,"[1.523, 1.555]",1.539,large intestine,-0.1872386198314787
HT29,CIDs11519784,"[0.242, 0.2934, 0.5048]",0.34673,large intestine,0.4600085804064929
HT29,CIDs11640390,"[0.08499, 0.2231, 0.2415, 0.2687]",0.20457,large intestine,0.6891580548357042
HT29,CIDs15953870,[15.66],15.66,large intestine,-1.1947917577219247
HT29,CIDs17755052,"[0.2461, 0.4117, 0.5175, 0.686, 0.7127]",0.5148,large intestine,0.2883614617676509
HT29,CIDs23725625,"[0.9802, 19.35]",10.1651,large intestine,-1.007111655402446
HT29,CIDs24964624,[0.2042],0.2042,large intestine,0.6899442622491085
HT29,CIDs24998177,[1.162],1.162,large intestine,-0.0652061280543119
HT29,CIDs25071599,"[0.5044, 0.5118, 0.7842]",0.60013,large intestine,0.221754662670995
HT29,CIDs25227436,[1.973],1.973,large intestine,-0.2951270852521912
HT29,CIDs25262792,"[0.2601, 0.3659]",0.313,large intestine,0.5044556624535516
HT29,CIDs42611257,"[0.4236, 1.333, 2.009]",1.2552,large intestine,-0.0987129305788803
HT29,CIDs44137675,[1.008],1.008,large intestine,-0.0034605321095064
HT29,CIDs44199317,[2.447],2.447,large intestine,-0.3886339693517892
HT29,CIDs44381568,[0.8441],0.8441,large intestine,0.0736060997303178
HT29,CIDs45381890,"[0.07196, 0.2328, 0.2378, 0.2487, 0.2902]",0.21629,large intestine,0.6649635593644859
HT29,CIDs46244173,"[2.012, 2.274, 2.323]",2.2030000000000003,large intestine,-0.3430144971507676
HT29,CIDs56673688,"[0.2438, 0.2811, 0.4267, 0.54]",0.3729,large intestine,0.4284076166386928
HT29,CIDs70685869,[0.5214],0.5214,large intestine,0.2828289731676899
HT29,CIDs76321032,"[0.006599, 0.006705, 0.006793, 0.007103, 0.007207, 0.007592, 0.007594, 0.007605, 0.00763, 0.007835, 0.008006, 0.008121, 0.008662, 0.0088, 0.009165, 0.009178, 0.01149, 0.05996]",0.01089,large intestine,1.962972120244225
HT29,CIDs90667118,"[8.428, 9.21, 12.87]",10.16933,large intestine,-1.007292340642696
J82,CIDs00005515,"[0.008015, 0.03601, 0.0383, 0.1506, 0.7092]",0.18843,urinary tract,0.7248499518762646
J82,CIDs23725625,"[0.1527, 0.1919, 0.2263, 0.2933, 0.3723, 0.4477, 0.4598, 0.7248, 0.871, 0.8925, 1.062, 1.211, 1.309, 1.349, 1.519, 3.019, 433.6]",26.33537,urinary tract,-1.4205394243767917
KATOIII,CIDs00001805,[5.177],5.1770000000000005,stomach,-0.7140781649818561
KATOIII,CIDs00005311,[0.8013],0.8013,stomach,0.0962048572589647
KATOIII,CIDs00005515,[0.000505],0.0005099999999999,stomach,3.292429823902064
KATOIII,CIDs06442177,[0.02869],0.0286899999999999,stomach,1.5422694517540017
KATOIII,CIDs09933475,[0.1263],0.1263,stomach,0.8985966494446692
KATOIII,CIDs11152667,[0.08132],0.08132,stomach,1.0898026300339991
KATOIII,CIDs11375205,[1.032],1.032,stomach,-0.0136796972911925
KATOIII,CIDs11556711,[0.001608],0.00161,stomach,2.7931741239681505
KATOIII,CIDs11656518,[0.274],0.2739999999999999,stomach,0.5622494371796121
KATOIII,CIDs11955716,[0.09141],0.09141,stomach,1.0390062910576638
KATOIII,CIDs16659841,[0.03962],0.0396199999999999,stomach,1.4020855287974718
KATOIII,CIDs16719221,[0.5677],0.5677,stomach,0.2458811057745872
KATOIII,CIDs17754438,[1.644],1.644,stomach,-0.2159018132040316
KATOIII,CIDs23725625,[1.242],1.242,stomach,-0.0941215958405614
KATOIII,CIDs24978538,[1.417],1.4169999999999998,stomach,-0.1513698502474603
KATOIII,CIDs25227436,[0.3166],0.3166,stomach,0.4994890894736629
KATOIII,CIDs25262792,[0.2562],0.2562,stomach,0.5914208745913325
KATOIII,CIDs44381568,[0.332],0.332,stomach,0.4788619162959637
KATOIII,CIDs46244453,[1.061],1.061,stomach,-0.0257153839013406
KATOIII,CIDs51039095,"[0.003808, 0.003928, 0.003987, 0.004087, 0.004225, 0.004289, 0.004506, 0.004663, 0.004881, 0.005019, 0.005333, 0.005392, 0.006521, 0.006958, 0.008839, 0.009071, 0.009369, 0.01085, 0.01094, 0.01096, 0.01224, 0.02087, 0.02911, 0.05102]",0.01004,stomach,1.9982662871909995
KATOIII,CIDs56677003,[0.03757],0.03757,stomach,1.4251588049366153
KATOIII,CIDs56953069,[0.8683],0.8683,stomach,0.0613301989773208
KATOIII,CIDs58423153,[0.3594],0.3594,stomach,0.444421927227045
KATOIII,CIDs72793174,[0.4212],0.4212,stomach,0.3755116374865511
KMSII,CIDs00001805,[2.493],2.4930000000000003,haematopoietic and lymphoid tissue,-0.3967222785037735
KMSII,CIDs00005311,[1.03],1.03,haematopoietic and lymphoid tissue,-0.0128372247051722
KMSII,CIDs00005515,[0.03915],0.03915,haematopoietic and lymphoid tissue,1.4072682336060378
KMSII,CIDs06442177,[0.001607],0.00161,haematopoietic and lymphoid tissue,2.7931741239681505
KMSII,CIDs09933475,[0.1131],0.1131,haematopoietic and lymphoid tissue,0.9465373950745448
KMSII,CIDs11375205,[0.693],0.693,haematopoietic and lymphoid tissue,0.1592667653881933
KMSII,CIDs11556711,[0.001291],0.00129,haematopoietic and lymphoid tissue,2.889410289700751
KMSII,CIDs11656518,[2.319],2.319,haematopoietic and lymphoid tissue,-0.3653007486379873
KMSII,CIDs11955716,[0.07743],0.07743,haematopoietic and lymphoid tissue,1.1110907407364687
KMSII,CIDs17754438,[0.0957],0.0957,haematopoietic and lymphoid tissue,1.0190880622231564
KMSII,CIDs24978538,[0.7406],0.7406,haematopoietic and lymphoid tissue,0.1304162922865762
KMSII,CIDs25227436,[0.7492],0.7492,haematopoietic and lymphoid tissue,0.1254022312968002
KMSII,CIDs44381568,[4.229],4.229,haematopoietic and lymphoid tissue,-0.6262376851469004
KMSII,CIDs72793174,[0.1486],0.1486,haematopoietic and lymphoid tissue,0.8279811905754435
KU1919,CIDs00005515,"[0.002869, 0.005699, 0.03191]",0.01349,urinary tract,1.869988050328096
KU1919,CIDs10302451,[0.2619],0.2619,urinary tract,0.5818645015747678
KU1919,CIDs10368812,[0.004497],0.0045,urinary tract,2.3467874862246565
KU1919,CIDs23725625,"[0.07915, 0.9145, 0.9215, 1.021]",0.7340399999999999,urinary tract,0.1342802734545727
KU1919,CIDs25227436,"[0.03055, 0.03577, 0.05473, 0.07731, 0.09135]",0.05794,urinary tract,1.2370215091322572
KU1919,CIDs46244453,[1.356],1.356,urinary tract,-0.1322596895310445
KU1919,CIDs54751698,[0.8221],0.8221,urinary tract,0.0850753517948514
LS513,CIDs00003385,"[0.9824, 2.49, 4.092]",2.52147,large intestine,-0.4016538053676629
LS513,CIDs00447654,"[2.205, 2.209, 2.49, 2.626]",2.3825,large intestine,-0.377032909310364
LS513,CIDs11375205,"[0.07201, 0.09564, 0.1156, 0.2153]",0.12464,large intestine,0.9043425596715108
LS513,CIDs11519784,"[0.5129, 0.5383, 0.6893]",0.58017,large intestine,0.2364447318782447
LS513,CIDs11640390,"[0.1591, 0.2167, 0.2571, 0.2786, 0.4512]",0.27254,large intestine,0.5645697484170344
LS513,CIDs15953870,"[1.572, 2.295, 5.8, 18.94]",7.15175,large intestine,-0.8544123246471832
LS513,CIDs23725625,"[5.425, 6.638, 8.321, 29.89]",12.5685,large intestine,-1.0992834494763488
LS513,CIDs25071599,"[0.3026, 0.3459, 0.4453]",0.3646,large intestine,0.4381833356810425
LS513,CIDs25227436,"[0.6651, 1.356]",1.01055,large intestine,-0.0045578064083596
LS513,CIDs25262792,"[0.4283, 1.099, 1.14]",0.8891,large intestine,0.0510493897544518
LS513,CIDs42611257,"[0.7303, 0.9196, 4.361, 16.68]",5.67272,large intestine,-0.7537913477360447
LS513,CIDs44137675,"[5.896, 8.986, 11.07, 15.01]",10.2405,large intestine,-1.0103211619073589
LS513,CIDs44199317,"[7.122, 16.38, 43.45]",22.31733,large intestine,-1.348642235264287
LS513,CIDs45381890,"[0.09246, 0.099, 0.1018, 0.1149, 0.1238]",0.10639,large intestine,0.9730991911097449
LS513,CIDs46244173,"[0.3624, 0.8926]",0.6275,large intestine,0.2023862698469243
LS513,CIDs56673688,"[0.2817, 0.4103, 0.4153, 0.4229, 0.4239]",0.39082,large intestine,0.4080232196017127
LS513,CIDs56946894,"[0.02673, 0.02771, 0.0291, 0.03121]",0.0286899999999999,large intestine,1.5422694517540017
LS513,CIDs70685869,"[0.8042, 0.8913, 0.9517, 1.715]",1.09055,large intestine,-0.0376455820892212
LS513,CIDs76321032,"[0.04494, 0.04979, 0.05135, 0.05165, 0.05343, 0.05407, 0.05476, 0.05503, 0.05593, 0.05642, 0.05648, 0.05675, 0.05714, 0.0572, 0.05741, 0.05968, 0.06229, 0.06438, 0.06474, 0.06642, 0.07016, 0.07167]",0.0578,large intestine,1.238072161579471
MCF7,CIDs00001805,"[0.1197, 0.1755, 0.2963, 0.3311, 0.3797, 0.6379, 1.464, 1.905, 92.7]",10.88991,breast,-1.0370242905303493
MCF7,CIDs00003461,[0.001958],0.00196,breast,2.707743928643524
MCF7,CIDs00004261,"[0.3263, 0.33, 0.3595, 0.3834, 0.3845, 0.6934, 1.214, 1.258]",0.61864,breast,0.2085620028300074
MCF7,CIDs00005311,"[0.3382, 0.3407, 0.3439, 0.3508, 0.5859, 0.6378, 0.8313, 0.8721, 8.668, 21.15]",3.4118699999999995,breast,-0.5329924752040938
MCF7,CIDs00005515,[0.000407],0.00041,breast,3.3872161432802645
MCF7,CIDs00093860,"[0.0007904, 0.0008749, 0.003699, 0.003828, 0.003847, 0.003851, 0.003901, 0.003967, 0.003999]",0.0032,breast,2.494850021680094
MCF7,CIDs00123631,"[0.04166, 0.06182, 0.0731, 0.08712, 0.09231, 0.09996, 0.1033, 0.1044, 0.1171, 0.1329, 0.174, 0.1815, 0.1881, 0.1961, 0.215, 0.3141, 0.3644, 0.3968, 0.3986, 0.7389, 0.8377, 2.807]",0.35118,breast,0.4544702255021759
MCF7,CIDs00148177,"[0.001542, 0.06025, 0.07618, 0.1094]",0.06184,breast,1.2087305190897315
MCF7,CIDs00148191,"[0.0007406, 0.0008499, 0.001764, 0.003002, 0.003931, 0.004235, 0.004324, 0.004404, 0.004468, 0.004694]",0.00324,breast,2.4894549897933884
MCF7,CIDs00148195,"[0.04356, 0.05742, 0.06548, 0.06659, 0.07166, 0.07486, 0.07487, 0.08031, 0.08257, 0.08432]",0.07016,breast,1.1539104196420158
MCF7,CIDs00176166,"[0.00665, 0.02609, 0.08638, 0.3236, 1.817]",0.4519399999999999,breast,0.3449192187252519
MCF7,CIDs10126189,"[0.007862, 0.009657, 0.01033, 0.01085, 0.01184, 0.01442, 0.01709, 0.01818, 0.01895]",0.01324,breast,1.8781120148963188
MCF7,CIDs11167602,"[0.003319, 0.005294, 0.005585, 0.2029, 0.2645]",0.09632,breast,1.0162835260862506
MCF7,CIDs11494412,"[0.5566, 0.6337, 0.8925, 0.9244, 1.121, 1.521]",0.94153,breast,0.0261658374881174
MCF7,CIDs11520894,"[0.0001767, 0.0006615, 0.0007332, 0.00274, 0.003393, 0.003767, 0.004082, 0.004376]",0.00249,breast,2.603800652904264
MCF7,CIDs11556711,"[0.003669, 0.003689, 0.003691, 0.003702, 0.003725, 0.003732, 0.003757, 0.003785, 0.003815, 0.003838]",0.00374,breast,2.42712839779952
MCF7,CIDs11597571,"[0.4429, 0.4539]",0.4484,breast,0.3483343960770645
MCF7,CIDs11625818,"[0.008876, 0.02931, 0.2079, 0.2722, 0.6233]",0.22832,breast,0.6414560442294283
MCF7,CIDs11656518,"[0.372, 0.4176, 1.722]",0.8372,breast,0.0771707803333511
MCF7,CIDs11717001,"[0.002751, 0.01027, 0.03323, 0.0438, 0.06321, 0.2236]",0.06281,breast,1.201971206595927
MCF7,CIDs11955716,"[0.02622, 0.03016, 0.03056, 0.03547, 0.03563, 0.03654, 0.0368, 0.03798, 0.03866, 0.04195]",0.035,breast,1.4559319556497243
MCF7,CIDs16719221,"[0.01855, 0.05932, 0.1008, 0.2347, 0.3997, 0.5369, 0.5385, 4.696]",0.82306,breast,0.0845685041326802
MCF7,CIDs16720766,"[0.05991, 0.06362, 0.06481, 0.07234, 0.07488, 0.07596, 0.07777, 0.07929, 0.0858]",0.07271,breast,1.1384058553561347
MCF7,CIDs17754438,"[0.05412, 0.07103, 0.1178, 0.1592, 0.1994, 0.2033, 12.5]",1.90069,breast,-0.2789112897913322
MCF7,CIDs17755052,"[0.1467, 0.1647, 0.1854, 0.2459, 0.267, 0.2773, 0.3165, 0.8528]",0.30704,breast,0.5128050426086036
MCF7,CIDs24856436,"[0.166, 0.1858, 0.1954, 0.1955, 0.1955, 0.2023, 0.2077, 0.214]",0.19528,breast,0.7093422335908678
MCF7,CIDs24964624,"[0.05005, 0.06774, 0.07466, 0.07785, 0.07961, 0.08023, 0.08534, 0.08705, 0.08857, 0.09442, 0.1049, 0.1074, 0.1209, 0.2052]",0.09457,breast,1.0242466109637125
MCF7,CIDs24978538,"[0.008615, 0.01797, 0.04904, 0.3067, 0.3623]",0.14893,breast,0.827017810494131
MCF7,CIDs25033539,"[0.05713, 0.0613, 0.06311, 0.07084, 0.07526, 0.07589, 0.07727, 0.08462, 0.08587]",0.07237,breast,1.1404414273739465
MCF7,CIDs25194865,"[0.04421, 0.05202, 0.05536, 0.05914, 0.06398, 0.06563, 0.06784, 0.06993, 0.07286, 0.07479]",0.06258,breast,1.2035644411898254
MCF7,CIDs44381568,[0.07033],0.0703299999999999,breast,1.1528593825865938
MCF7,CIDs45375953,"[0.3951, 0.8387, 0.9323, 1.9, 3.779, 14.43, 102.1]",17.767870000000006,breast,-1.249635368002755
MCF7,CIDs46930996,"[0.07368, 0.09099, 0.09403, 0.09924, 0.1108, 0.1141, 0.1221, 0.1239]",0.10361,breast,0.9845983262970508
MCF7,CIDs49846579,[1.221],1.221,breast,-0.0867156639448824
MCF7,CIDs49867926,"[0.002444, 0.03334, 0.114, 0.2604, 0.633]",0.20864,breast,0.6806024259481738
MCF7,CIDs49867930,"[0.02781, 0.02993, 0.0522, 0.1524, 0.2202, 0.2899, 0.8538]",0.2323199999999999,breast,0.6339134009800004
MCF7,CIDs51039095,"[0.029, 0.0296, 0.0328, 0.05245, 0.05371, 0.06274, 0.07005, 0.09067, 0.112, 0.2129, 0.2229, 0.2276, 0.2743, 0.3381, 0.3406, 0.4477, 1.09, 1.207, 1.233, 1.347, 1.377, 1.52, 1.664, 5.518, 5.609, 8.605, 9.392, 13.54, 40.96, 44.82]",4.68264,breast,-0.6704907706321228
MCF7,CIDs56677003,[0.2744],0.2744,breast,0.5616158929652859
MCF7,CIDs56946894,[0.01183],0.01183,breast,1.9270152553720696
MCF7,CIDs56953069,[0.0495],0.0495,breast,1.3053948010664314
MCF7,CIDs58423153,[0.5751],0.5751,breast,0.240256632402275
MCF7,CIDs72793174,[0.03452],0.03452,breast,1.4619292129568282
MDAMB157,CIDs00002719,"[0.02509, 0.07898]",0.0520299999999999,breast,1.2837461741039635
MDAMB157,CIDs00003461,[0.001615],0.00161,breast,2.7931741239681505
MDAMB157,CIDs00005376,"[0.003015, 0.0137, 0.8165, 1.719]",0.63805,breast,0.195145286994748
MDAMB157,CIDs00104741,"[0.1396, 2.021, 3.681]",1.9472,breast,-0.2894105608859897
MDAMB157,CIDs00123631,"[0.009603, 0.01375, 0.1048, 3.897]",1.00629,breast,-0.0027231569128269
MDAMB157,CIDs06442177,"[7.591e-05, 0.0001008]",9e-05,breast,4.045757490560675
MDAMB157,CIDs10163178,"[0.000482, 0.00889, 0.03098]",0.01345,breast,1.8712777156615727
MDAMB157,CIDs11152667,[0.2202],0.2202,breast,0.657182685364267
MDAMB157,CIDs11375205,"[0.04958, 0.06564, 0.102, 0.2707, 0.2999, 0.3642, 1.065, 1.161, 1.169, 1.379, 1.516, 4.141]",0.96525,breast,0.0153601897039132
MDAMB157,CIDs23725625,"[0.6558, 1.572, 8.829, 19.71, 23.44]",10.84136,breast,-1.035083765915213
MDAMB157,CIDs46224759,"[6.383e-30, 0.05716, 0.07106, 0.0868, 0.3291]",0.10882,breast,0.9632912784301142
MDAMB157,CIDs56946894,"[0.01081, 0.01085, 0.01263]",0.01143,breast,1.9419537696047184
MDAMB157,CIDs58423153,"[0.007748, 0.04105, 0.08378, 0.113, 3.44]",0.73712,breast,0.1324618050913955
MDAMB157,CIDs67161792,"[0.07273, 0.0775, 0.09222, 0.1475, 0.4089, 0.5355]",0.22239,breast,0.6528847451585957
MDAMB157,CIDs67970189,"[0.009487, 0.009735, 0.01045, 0.01074, 0.01113, 0.01117, 0.01192, 0.01574]",0.0113,breast,1.9469215565165805
MDAMB157,CIDs70685869,"[0.00289, 0.06484]",0.03386,breast,1.4703130462270837
MDAMB157,CIDs73294313,"[0.3071, 0.4, 1.364, 1.763, 2.697]",1.3062200000000002,breast,-0.1160163291132553
MDAMB157,CIDs74767926,"[0.002513, 0.03975, 0.06865, 0.311, 0.5857]",0.20152,breast,0.6956818455099434
MDAMB157,CIDs76317450,[0.03541],0.03541,breast,1.4508740732418892
MDAMB175VII,CIDs00004261,[0.2445],0.2445,breast,0.611721136540361
MDAMB175VII,CIDs00005311,"[0.1652, 0.171, 0.7385, 1.575]",0.66243,breast,0.1788600075344248
MDAMB175VII,CIDs00093860,"[0.001173, 0.00136, 0.001654, 0.001952, 0.004076]",0.0020399999999999,breast,2.690369832574101
MDAMB175VII,CIDs00104741,[5305113884305.0],5305113884305.0,breast,-12.724694711290018
MDAMB175VII,CIDs00123631,"[0.1387, 0.1504, 0.1741, 0.1824, 0.1845, 0.1873, 0.1898, 0.1954, 0.2038, 0.2342]",0.18406,breast,0.7350405823094603
MDAMB175VII,CIDs00148191,"[0.003727, 0.005692, 0.007195, 0.00951, 0.0138]",0.00798,breast,2.0979971086492712
MDAMB175VII,CIDs00148195,"[0.03287, 0.1195, 0.2809]",0.14442,breast,0.8403726593413264
MDAMB175VII,CIDs03081361,"[0.0538, 0.06657, 0.0748, 0.201, 0.2583, 0.2846]",0.1565099999999999,breast,0.8054579085579627
MDAMB175VII,CIDs06442177,"[0.005572, 0.006413, 0.007829, 0.01357, 0.02062, 0.02715]",0.01353,breast,1.868702203402377
MDAMB175VII,CIDs10126189,"[0.0604, 0.0611, 0.06289, 0.08951, 0.09528, 0.09882]",0.078,breast,1.1079053973095196
MDAMB175VII,CIDs10127622,"[0.04733, 0.06408, 0.06585, 0.07526, 0.1109, 0.1629, 0.1951, 0.1974, 0.2924, 0.374, 0.4368, 1.294, 1.664]",0.38308,breast,0.4167105212520368
MDAMB175VII,CIDs11152667,"[0.2816, 0.2915, 0.2966, 0.2998]",0.2923699999999999,breast,0.5340671922575311
MDAMB175VII,CIDs11375205,"[0.03694, 0.0479, 0.05872, 0.06318, 0.06441]",0.0542299999999999,breast,1.265760395564545
MDAMB175VII,CIDs11494412,[2.533],2.533,breast,-0.4036351897905479
MDAMB175VII,CIDs11520894,"[0.003573, 0.004406, 0.005291, 0.008474, 0.01443]",0.0072299999999999,breast,2.140861702705469
MDAMB175VII,CIDs11556711,"[0.01006, 0.01034, 0.0105, 0.01081, 0.01094, 0.01139, 0.01145, 0.01248]",0.011,breast,1.9586073148417749
MDAMB175VII,CIDs11597571,[0.8138],0.8138,breast,0.0894823144827335
MDAMB175VII,CIDs11656518,"[0.05708, 0.1136]",0.08534,breast,1.0688473614767071
MDAMB175VII,CIDs11707110,"[0.01895, 0.01983, 0.02161, 0.02304, 0.02791]",0.0222699999999999,breast,1.652279782965962
MDAMB175VII,CIDs11955716,"[0.0301, 0.03098, 0.04071, 0.04098, 0.04557, 0.04748]",0.0393,breast,1.4056074496245732
MDAMB175VII,CIDs16659841,[0.05582],0.05582,breast,1.2532101678473877
MDAMB175VII,CIDs16720766,"[0.1099, 0.1273]",0.1186,breast,0.9259153109717562
MDAMB175VII,CIDs23725625,"[0.05145, 0.08873, 0.171]",0.1037299999999999,breast,0.9840956221044468
MDAMB175VII,CIDs24856436,[0.3066],0.3066,breast,0.5134278494816437
MDAMB175VII,CIDs24964624,"[0.1583, 0.1679, 0.2036, 0.2149]",0.1861799999999999,breast,0.7300669740321907
MDAMB175VII,CIDs24978538,[0.1925],0.1925,breast,0.7155692661554806
MDAMB175VII,CIDs25033539,"[0.1707, 0.1711, 0.1732]",0.17167,breast,0.765305592857782
MDAMB175VII,CIDs25194865,[0.1113],0.1113,breast,0.9535048356652917
MDAMB175VII,CIDs25227436,"[0.2494, 0.2561, 0.2883, 0.2919, 0.301, 0.3292]",0.28598,breast,0.5436643381763928
MDAMB175VII,CIDs25262792,"[0.2727, 0.3115, 0.3194, 0.3502, 0.3585]",0.3224599999999999,breast,0.4915241503517673
MDAMB175VII,CIDs45375953,[0.2703],0.2703,breast,0.5681539543012746
MDAMB175VII,CIDs46930996,[0.2734],0.2734,breast,0.5632014897681966
MDAMB175VII,CIDs49867930,[0.02135],0.02135,breast,1.6706021206389574
MDAMB231,CIDs10127622,"[0.3415, 0.3738, 0.3944, 0.4001, 0.4387, 0.4988, 0.6349, 0.6849, 0.7097, 0.7975, 0.8062, 0.9561, 1.185, 3.844, 4.205, 24.56]",2.55191,breast,-0.4068653537510805
MDAMB231,CIDs10163178,"[0.0001305, 0.001315, 0.1175]",0.03965,breast,1.4017568083463774
MDAMB231,CIDs11375205,"[0.2242, 0.3584, 1.232]",0.60487,breast,0.2183379548504772
MDAMB231,CIDs23725625,"[0.9626, 0.9784, 1.024, 2.486, 2.853, 6.972, 12.72]",3.99943,breast,-0.6019980999544261
MDAMB231,CIDs46224759,"[0.02611, 0.07988, 0.08386, 0.1997, 0.2469, 0.7684]",0.23414,breast,0.6305243859816672
MDAMB231,CIDs46244453,"[0.4915, 0.6453, 0.7185, 0.9983, 1.457]",0.8621200000000001,breast,0.0644322797545826
MDAMB231,CIDs49800198,[0.01787],0.01787,breast,1.747875447494356
MDAMB231,CIDs58423153,"[0.0602, 0.07669, 0.175, 0.1766, 0.3076, 0.7974, 18.53]",2.87478,breast,-0.4586046147850121
MDAMB231,CIDs67161792,"[0.1349, 0.1853, 0.2397, 0.2506, 0.2593, 0.2595, 0.3097, 0.6341]",0.28414,breast,0.5464676238748931
MDAMB231,CIDs67970189,"[0.04057, 0.04776, 0.0478, 0.05011, 0.05315, 0.05518, 0.05545, 0.05651]",0.05082,breast,1.2939653392856494
MDAMB231,CIDs73294313,"[0.3036, 0.3146, 0.4197, 0.7727, 1.63]",0.68812,breast,0.1623358193322001
MDAMB231,CIDs74767926,"[0.01125, 0.3344, 0.3859, 0.7153]",0.36171,breast,0.4416394843686403
MDAMB361,CIDs00001805,"[0.0008827, 0.00883, 0.01233, 0.04261, 17.06]",3.4249300000000003,breast,-0.5346516996461377
MDAMB361,CIDs00003461,[0.001386],0.00139,breast,2.8569851997459046
MDAMB361,CIDs00004261,"[0.2312, 0.2794, 0.2994, 0.2999, 0.3054, 0.3187, 0.3227, 0.3306, 0.7222]",0.3455,breast,0.4615519482897828
MDAMB361,CIDs00005311,"[0.3209, 0.3279, 0.3297, 0.3307, 0.337, 0.3428, 0.3471, 0.3754, 0.527, 0.6585, 0.8896]",0.43515,breast,0.3613610121416546
MDAMB361,CIDs00093860,"[0.004546, 0.004861, 0.005026, 0.005054, 0.005169, 0.005288, 0.005466, 0.005649, 0.005734, 0.005965, 0.006084]",0.00535,breast,2.2716462179787715
MDAMB361,CIDs00123631,"[0.04668, 0.07308, 0.09966, 0.1109, 0.1274, 0.128, 0.1362, 0.1553, 0.1633, 0.1822, 0.1959, 0.1965, 0.2013, 0.2092, 0.2162, 0.223, 0.2231, 0.2323, 0.2348, 0.2419, 0.2436, 0.2517, 0.2718, 0.274, 0.2812, 0.2904, 0.3757, 0.3874, 0.4366, 0.4907, 0.5889, 2.321]",0.3003099999999999,breast,0.5224302060210971
MDAMB361,CIDs00148177,"[0.1241, 0.246]",0.18505,breast,0.7327109105688694
MDAMB361,CIDs00148191,"[0.001805, 0.002004, 0.004106, 0.004574, 0.005051, 0.005147, 0.005228, 0.005692, 0.006177, 0.006844, 0.007566]",0.0049299999999999,breast,2.3071530807227703
MDAMB361,CIDs00148195,"[0.007036, 0.0333, 0.06454, 0.2318, 0.2522, 0.7543, 1.237]",0.3686,breast,0.433444669116945
MDAMB361,CIDs00176166,"[0.03317, 0.06962, 0.2649, 0.2804, 0.5776]",0.24514,breast,0.6105858182383158
MDAMB361,CIDs03081361,"[0.04448, 0.2037, 0.2054, 0.2557, 0.2691, 0.2723, 0.2751, 0.2806, 0.2808, 0.2938, 0.3008, 0.3063, 0.3113, 0.3255, 0.3337, 0.3349, 0.3353, 0.3628, 0.3724, 0.379, 0.3852, 0.3857, 0.4092, 0.4135, 0.6437, 1.01, 1.07, 2.102, 4.265, 5.107, 5.123]",0.8599100000000001,breast,0.0655470005572903
MDAMB361,CIDs10126189,"[0.2447, 0.245, 0.2782, 0.2895, 0.2962, 0.3012, 0.3068, 0.5408, 0.7235, 1.037, 5.075]",0.8489,breast,0.0711434664180893
MDAMB361,CIDs11152667,"[0.05179, 0.05796, 0.05844, 0.05876, 0.05949, 0.05969, 0.05999, 0.06032, 0.06035, 0.0604, 0.06042, 0.06148, 0.06169, 0.06222, 0.06317, 0.06331, 0.06384, 0.06444, 0.06508, 0.06603, 0.06728, 0.06736, 0.06806, 0.06862, 0.07113, 0.0715, 0.07168, 0.07223, 0.07303, 0.07551, 0.07588, 0.07633, 0.07642, 0.07713, 0.08497, 0.08614, 0.09674]",0.06754,breast,1.1704389437006073
MDAMB361,CIDs11167602,"[0.05327, 0.05944, 0.2078, 0.6096]",0.23253,breast,0.633521008391406
MDAMB361,CIDs11375205,"[0.05579, 0.06471, 0.08191, 0.0962, 0.09755, 0.1105, 0.1146, 0.1264, 0.1286, 0.1316, 0.1469, 0.156, 0.1586, 0.1649, 0.1677, 0.1747, 0.1826, 0.1863, 0.1899, 0.194, 0.1964, 0.2046, 0.2135, 0.2145, 0.2161, 0.217, 0.2248, 0.2702, 0.2731, 0.2822, 0.3, 0.3013, 0.3111, 0.3761, 0.4879, 0.6705, 0.6842, 0.8615, 1.133, 8.797]",0.47411,breast,0.3241208843793819
MDAMB361,CIDs11494412,"[0.2729, 0.2918, 0.3099, 0.3225, 0.3274, 0.3386, 0.3475, 0.3589, 0.3918, 0.5054]",0.34667,breast,0.4600837395324786
MDAMB361,CIDs11520894,"[0.0004985, 0.00113, 0.002551, 0.002687, 0.004245, 0.004353, 0.004654, 0.004835, 0.005173, 0.005362, 0.1417]",0.01611,breast,1.7929044595807822
